name,vicinity,rue,lat,lon,ranking,rating,user_ratings_total,sum_ratings,score,rating_cat,user_ratings_total_cat,rating_cat_lbl,user_ratings_total_cat_lbl,types,restaurant,food,point_of_interest,establishment,bar,bakery,liquor_store,store,meal_takeaway,cafe,meal_delivery,spa,lodging,grocery_or_supermarket,night_club,supermarket,convenience_store
Don calzone,"5 Place du Vieux Marché aux Vins, Strasbourg","Place du Vieux Marché aux Vins,",48.5835413,7.741592999999998,268,4.6,84,386,30.011684715884652,7,3,"(4.5, 4.6]","(78.0, 128.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GLAZ,"68 Rue de Zurich, Strasbourg","Rue de Zurich,",48.5785614,7.7589346,269,5.0,10,50,30.0,9,1,"(4.8, inf]","(8.8, 36.6]","['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Sugoi Sushi Strasbourg,"32 Boulevard de la Marne, Strasbourg","Boulevard de la Marne,",48.586198,7.776223999999999,270,4.4,259,1139,29.978518961957512,5,6,"(4.3, 4.4]","(248.0, 347.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Restaurant Le Pont des Vosges,"15 Quai Koch, Strasbourg","Quai Koch,",48.5873998,7.7585359,271,4.4,259,1139,29.978518961957512,5,6,"(4.3, 4.4]","(248.0, 347.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PUR etc. Strasbourg Grand Rue,"122 Grand'Rue, Strasbourg","Grand'Rue,",48.5812566,7.7448182,272,4.3,464,1995,29.956027316385985,4,7,"(4.2, 4.3]","(347.0, 498.8]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aux Armes de Strasbourg,"9 Place Gutenberg, Strasbourg","Place Gutenberg,",48.58091570000001,7.7486527,274,4.1,1602,6568,29.94911629816769,2,9,"(3.9, 4.1]","(853.2, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The People Bar,"7 Rue de la Krutenau, Strasbourg","Rue de la Krutenau,",48.5812833,7.757376000000001,275,4.7,47,220,29.94885993229787,8,2,"(4.6, 4.8]","(36.6, 78.0]","['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Mikado,"11 Quai Turckheim, Strasbourg","Quai Turckheim,",48.5824645,7.738772699999999,277,4.4,254,1117,29.941268353127732,5,6,"(4.3, 4.4]","(248.0, 347.0]","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Les Savons d'Hélène,"6 Rue Sainte-Hélène, Strasbourg","Rue Sainte-Hélène,",48.582016,7.744247999999999,278,4.2,840,3528,29.921973001459904,3,8,"(4.1, 4.2]","(498.8, 853.2]","['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
Restaurant Kashmir,"2 Rue des Bouchers, Strasbourg","Rue des Bouchers,",48.5789436,7.75118,279,4.3,455,1956,29.919449005625584,4,7,"(4.2, 4.3]","(347.0, 498.8]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steakhouse District, Viandes, Alcool,","18 Rue du Vieux Marché aux Grains, Strasbourg","Rue du Vieux Marché aux Grains,",48.5819788,7.747242999999998,280,4.1,1569,6432,29.912054068706436,2,9,"(3.9, 4.1]","(853.2, inf]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
La Bedaine,"22 Rue des Moulins, Strasbourg","Rue des Moulins,",48.57998389999999,7.7425299,281,4.5,140,630,29.907576160552072,6,4,"(4.4, 4.5]","(128.2, 184.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Verdict,"7 Rue du Fossé des Treize, Strasbourg","Rue du Fossé des Treize,",48.5876016,7.747690699999998,282,4.4,249,1095,29.903277127221244,5,6,"(4.3, 4.4]","(248.0, 347.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
O'Poulet Braisé,"40 Boulevard de la Marne, Strasbourg","Boulevard de la Marne,",48.58630720000001,7.776349199999999,283,4.6,79,363,29.88908461993603,7,3,"(4.5, 4.6]","(78.0, 128.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LEAF TEA,"27 Rue du Vieux-Marché-aux-Vins, Strasbourg","Rue du Vieux-Marché-aux-Vins,",48.5841223,7.7421352,284,4.5,137,616,29.86524255220383,6,4,"(4.4, 4.5]","(128.2, 184.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Sultan / Le Restaurant Libanais de Strasbourg,"7 Passage de la Pomme de Pin, Strasbourg","Passage de la Pomme de Pin,",48.5839124,7.7471785,285,4.2,810,3402,29.85563707929033,3,8,"(4.1, 4.2]","(498.8, 853.2]","['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Monteleone,"23 Rue du Fossé des Treize, Strasbourg","Rue du Fossé des Treize,",48.58871180000001,7.7469499,286,4.4,242,1064,29.848787610313902,5,5,"(4.3, 4.4]","(184.0, 248.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Les Canailles Restaurant Epicurien,"52 Rue de Zurich, Strasbourg","Rue de Zurich,",48.5791686,7.758356699999999,287,4.4,240,1056,29.832929463531073,5,5,"(4.3, 4.4]","(184.0, 248.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GREEN TIME,"2 Avenue du Général de Gaulle, Strasbourg","Avenue du Général de Gaulle,",48.5808081,7.769562499999999,288,4.8,26,124,29.831872070259926,8,1,"(4.6, 4.8]","(8.8, 36.6]","['restaurant', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
L'Oro di Napoli,"40 Rue des Bouchers, Strasbourg","Rue des Bouchers,",48.5777626,7.7503452,289,4.3,434,1866,29.83120583690379,4,7,"(4.2, 4.3]","(347.0, 498.8]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Au 5,"5 Rue du Vieux Seigle, Strasbourg","Rue du Vieux Seigle,",48.5819202,7.7466918,290,4.3,432,1857,29.82258011130412,4,7,"(4.2, 4.3]","(347.0, 498.8]","['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
L'Enfilade,"4 Rue du Maréchal-Joffre, Strasbourg","Rue du Maréchal-Joffre,",48.58699300000001,7.757026,291,4.7,44,206,29.81422757948508,8,2,"(4.6, 4.8]","(36.6, 78.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Au Bon Coin d'Alsace,"38 Rue Wimpheling, Strasbourg","Rue Wimpheling,",48.58686539999999,7.768229099999997,292,4.6,76,349,29.811742524491635,7,2,"(4.5, 4.6]","(36.6, 78.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sushido,"29 Rue du Vieux-Marché-aux-Vins, Strasbourg","Rue du Vieux-Marché-aux-Vins,",48.58420040000001,7.7427004,293,4.3,427,1836,29.800839862607603,4,7,"(4.2, 4.3]","(347.0, 498.8]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Troc'afé,"8 Rue du Faubourg-de-Saverne, Strasbourg","Rue du Faubourg-de-Saverne,",48.5852777,7.740570000000001,294,4.3,424,1823,29.78767318334875,4,7,"(4.2, 4.3]","(347.0, 498.8]","['bar', 'cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Il Panzerotto,"63 Rue du Faubourg-de-Pierre, Strasbourg","Rue du Faubourg-de-Pierre,",48.58982619999999,7.744790999999998,295,4.6,75,345,29.785281811601816,7,2,"(4.5, 4.6]","(36.6, 78.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
La Nouvelle Poste,"12 Rue du Parchemin, Strasbourg","Rue du Parchemin,",48.5846419,7.754222099999998,296,4.1,1441,5908,29.76052232133735,2,9,"(3.9, 4.1]","(853.2, inf]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Aux douze apôtres,"7 Rue Mercière, Strasbourg","Rue Mercière,",48.5814535,7.7497233,297,4.3,415,1784,29.747606815861996,4,7,"(4.2, 4.3]","(347.0, 498.8]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Molly Malone,"1 Place d'Austerlitz, Strasbourg","Place d'Austerlitz,",48.5782683,7.753559999999999,298,4.4,229,1007,29.74327612229551,5,5,"(4.3, 4.4]","(184.0, 248.0]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Douri Restaurant Coréen,"12 Rue Munch, Strasbourg","Rue Munch,",48.581681,7.757024000000002,299,4.3,413,1775,29.73858522212252,4,7,"(4.2, 4.3]","(347.0, 498.8]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bistrot & Chocolat,"8 Rue de la Râpe, Strasbourg","Rue de la Râpe,",48.5814917,7.7529637,300,4.4,228,1003,29.734913326802,5,5,"(4.3, 4.4]","(184.0, 248.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Cul-Terreux,"10 Rue de Molsheim, Strasbourg","Rue de Molsheim,",48.5781019,7.733977199999999,301,4.4,226,994,29.71807713224857,5,5,"(4.3, 4.4]","(184.0, 248.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S'Thomas Stuebel,"5 Rue du Bouclier, Strasbourg","Rue du Bouclier,",48.58089529999999,7.7439478,302,4.3,401,1724,29.68352080226678,4,7,"(4.2, 4.3]","(347.0, 498.8]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Great Wall Restaurant,"29 Rue du Vieux-Marché-aux-Vins, Strasbourg","Rue du Vieux-Marché-aux-Vins,",48.5842447,7.742654099999999,303,4.2,735,3087,29.67840682415362,3,8,"(4.1, 4.2]","(498.8, 853.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
La Table de Christophe,"28 Rue des Juifs, Strasbourg","Rue des Juifs,",48.5838048,7.753077700000001,304,4.4,219,963,29.657954105296525,5,5,"(4.3, 4.4]","(184.0, 248.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Vert Olive,"3 Rue de la Brigade Alsace-Lorraine, Strasbourg","Rue de la Brigade Alsace-Lorraine,",48.5772371,7.7535798,305,4.3,395,1698,29.655367511193774,4,7,"(4.2, 4.3]","(347.0, 498.8]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Café du 7ème Art,"18 Rue du Vingt-Deux Novembre, Strasbourg","Rue du Vingt-Deux Novembre,",48.58275210000001,7.742396100000001,306,4.2,722,3032,29.645856229792486,3,8,"(4.1, 4.2]","(498.8, 853.2]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Maharaja,"15 Quai des Bateliers, Strasbourg","Quai des Bateliers,",48.5801868,7.752960600000001,307,4.2,714,2998,29.625532489459932,3,8,"(4.1, 4.2]","(498.8, 853.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Starbucks,"31 Place Kléber, Strasbourg","Place Kléber,",48.5838446,7.7460947,308,4.0,2513,10052,29.600769954370303,2,9,"(3.9, 4.1]","(853.2, inf]","['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
Streetfood67,"8 Rue de Londres, Strasbourg","Rue de Londres,",48.5781692,7.7709211,309,4.6,68,312,29.589540998448683,7,2,"(4.5, 4.6]","(36.6, 78.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Restaurant Persia,"6 Rue de l'Abreuvoir, Strasbourg","Rue de l'Abreuvoir,",48.5789202,7.760332,310,4.4,207,910,29.550269520010445,5,5,"(4.3, 4.4]","(184.0, 248.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Galopin,"55 Grand'Rue, Strasbourg","Grand'Rue,",48.5821045,7.742045799999999,311,4.2,677,2843,29.528472408477608,3,8,"(4.1, 4.2]","(498.8, 853.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bún Tastic,"51B Rue du Fossé-des-Tanneurs, Strasbourg","Rue du Fossé-des-Tanneurs,",48.5820852,7.743133800000001,312,5.0,8,40,29.51544993495972,9,0,"(4.8, inf]","(0.0, 8.8]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
La Recyclerie by Amitel - Boutique Resto Café Solidaire,"1b Rue de l'Hôpital-Militaire, Strasbourg","Rue de l'Hôpital-Militaire,",48.5776827,7.758564799999998,313,5.0,8,40,29.51544993495972,9,0,"(4.8, inf]","(0.0, 8.8]","['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Restaurant IMPERIAL,"9 Quai Turckheim, Strasbourg","Quai Turckheim,",48.5822506,7.7387524,314,4.4,202,888,29.50354602556515,5,5,"(4.3, 4.4]","(184.0, 248.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Verrine & Vapeur,"1b Rue de l'Hôpital-Militaire, Strasbourg","Rue de l'Hôpital-Militaire,",48.577633,7.758494400000001,315,4.3,364,1565,29.502735949690937,4,7,"(4.2, 4.3]","(347.0, 498.8]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RISTORANTE ITALIANO DA PIETRO,"3 Rue du Puits, Strasbourg","Rue du Puits,",48.5801041,7.7467248,316,4.5,112,504,29.47148110201582,6,3,"(4.4, 4.5]","(78.0, 128.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kebs baba,"26 Rue du Vieux-Marché-aux-Vins, Strasbourg","Rue du Vieux-Marché-aux-Vins,",48.5839824,7.7426104,317,4.3,350,1505,29.429492590706182,4,7,"(4.2, 4.3]","(347.0, 498.8]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bagelstein,"13 Rue des Francs-Bourgeois, Strasbourg","Rue des Francs-Bourgeois,",48.5821423,7.7464362,318,4.2,631,2650,29.400123308825368,3,8,"(4.1, 4.2]","(498.8, 853.2]","['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Milas,"21 Quai des Pêcheurs, Strasbourg","Quai des Pêcheurs,",48.58378969999999,7.758695700000001,319,4.3,339,1457,29.36985870227325,4,6,"(4.2, 4.3]","(248.0, 347.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Moody's Break,"27 Rue du Vieux-Marché-aux-Vins, Strasbourg","Rue du Vieux-Marché-aux-Vins,",48.584089,7.742293000000001,320,4.4,188,827,29.366294536760197,5,5,"(4.3, 4.4]","(184.0, 248.0]","['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Fusion des Saveurs,"13 Rue Wimpheling, Strasbourg","Rue Wimpheling,",48.58569059999999,7.7670188,321,4.7,35,164,29.347119808446298,8,1,"(4.6, 4.8]","(8.8, 36.6]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nooï Kléber,"6 Passage de la Pomme de Pin, Strasbourg","Passage de la Pomme de Pin,",48.58397490000001,7.7472222,322,4.5,103,463,29.307767511173274,6,3,"(4.4, 4.5]","(78.0, 128.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Café de l'Opéra,"19 Place Broglie, Strasbourg","Place Broglie,",48.5856636,7.751956000000001,323,4.2,597,2507,29.29909219074335,3,8,"(4.1, 4.2]","(498.8, 853.2]","['restaurant', 'cafe', 'bar', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Restaurant Ganesha,"46 Rue de Zurich, Strasbourg","Rue de Zurich,",48.5794302,7.758128600000002,324,4.3,326,1401,29.296835680292133,4,6,"(4.2, 4.3]","(248.0, 347.0]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
La Villa Casella,"5 Rue du Paon, Strasbourg","Rue du Paon,",48.580217,7.748047799999998,325,4.3,326,1401,29.296835680292133,4,6,"(4.2, 4.3]","(248.0, 347.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Brasserie de Vintage,"15 Rue des Serruriers, Strasbourg","Rue des Serruriers,",48.5803297,7.7464422,326,4.4,181,796,29.293785729424417,5,4,"(4.3, 4.4]","(128.2, 184.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Fournil d'Austerlitz,"4 Rue d'Austerlitz, Strasbourg","Rue d'Austerlitz,",48.5788464,7.751683300000002,327,4.5,101,454,29.269446182021895,6,3,"(4.4, 4.5]","(78.0, 128.2]","['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Les P'tites Cocottes,"20 Place du Marché Gayot, Strasbourg","Place du Marché Gayot,",48.58290059999999,7.753291800000001,328,4.3,321,1380,29.267971639340946,4,6,"(4.2, 4.3]","(248.0, 347.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Restaurant Tong Yuen,"2 Place du Faubourg de Pierre, Strasbourg","Place du Faubourg de Pierre,",48.5901025,7.744388499999999,329,4.4,176,774,29.240255738382267,5,4,"(4.3, 4.4]","(128.2, 184.0]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Too Choco,"36 Rue du Fossé-des-Tanneurs, Strasbourg","Rue du Fossé-des-Tanneurs,",48.58231370000001,7.743112600000001,330,4.4,175,770,29.2293674142197,5,4,"(4.3, 4.4]","(128.2, 184.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mensa,"3 Place Sainte-Aurélie, Strasbourg","Place Sainte-Aurélie,",48.5818312,7.732913900000001,331,4.7,33,155,29.22701551742607,8,1,"(4.6, 4.8]","(8.8, 36.6]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCANES (Amicale de Chimie),"1 Rue Blaise Pascal, Strasbourg","Rue Blaise Pascal,",48.58133790000001,7.7673364,332,5.0,7,35,29.225490200071285,9,0,"(4.8, inf]","(0.0, 8.8]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yuki Café Restaurant,"4 Boulevard de Nancy, Strasbourg","Boulevard de Nancy,",48.5803744,7.7316179,333,5.0,7,35,29.225490200071285,9,0,"(4.8, inf]","(0.0, 8.8]","['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Muensterstuewel,"8 Place du Marché-aux-Cochons-de-Lait, Strasbourg","Place du Marché-aux-Cochons-de-Lait,",48.5804886,7.7511913,334,4.1,1046,4288,29.190079906578145,2,9,"(3.9, 4.1]","(853.2, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Logis Hôtel Au Cerf d'Or,"6 Place de L Hôpital, Strasbourg","Place de L Hôpital,",48.5775734,7.749290900000001,335,4.2,551,2314,29.1528367151775,3,8,"(4.1, 4.2]","(498.8, 853.2]","['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Brasserie Au Canon,"1 Rue d'Austerlitz, Strasbourg","Rue d'Austerlitz,",48.578985,7.751690999999999,336,4.1,1023,4194,29.15049009821985,2,9,"(3.9, 4.1]","(853.2, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Osmanthus | 桂花,"10 Rue des Tonneliers, Strasbourg","Rue des Tonneliers,",48.5799234,7.749421099999998,337,4.5,95,427,29.149756223799812,6,3,"(4.4, 4.5]","(78.0, 128.2]","['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
The King and his Jester,"33 Rue du Vieil-Hôpital, Strasbourg","Rue du Vieil-Hôpital,",48.58099,7.7497089,338,4.5,94,423,29.129075341198643,6,3,"(4.4, 4.5]","(78.0, 128.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MULTIMARKET,"10 Rue Sengenwald, Strasbourg","Rue Sengenwald,",48.57753189999999,7.752560399999999,339,4.9,11,53,29.11282415727531,9,1,"(4.8, inf]","(8.8, 36.6]","['grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
Chez Didier,"30 Rue des Juifs, Strasbourg","Rue des Juifs,",48.5838452,7.753218899999999,340,4.9,11,53,29.11282415727531,9,1,"(4.8, inf]","(8.8, 36.6]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pitaya Thaï Street Food,"6A Place d'Austerlitz, Strasbourg","Place d'Austerlitz,",48.5780898,7.754557500000001,341,4.1,994,4075,29.099284176028977,2,9,"(3.9, 4.1]","(853.2, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
La Petite Pause Strasbourg Centre,"47 B Rue du Fossé-des-Tanneurs, Strasbourg","B Rue du Fossé-des-Tanneurs,",48.58236600000001,7.743351,342,4.6,53,243,29.091669000163627,7,2,"(4.5, 4.6]","(36.6, 78.0]","['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Fins Mets Gourmands,"33 Rue Finkwiller, Strasbourg","Rue Finkwiller,",48.5790474,7.741730400000001,343,4.5,91,409,29.065686265444924,6,3,"(4.4, 4.5]","(78.0, 128.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
༄། བོད་པའི་ཟ་ཁང་། TIBET GOURMAND,"4 Petite Rue des Dentelles, Strasbourg","Petite Rue des Dentelles,",48.5814241,7.742847,344,4.5,91,409,29.065686265444924,6,3,"(4.4, 4.5]","(78.0, 128.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Brasserie parisienne,"17 Quai Kléber, Strasbourg","Quai Kléber,",48.5870179,7.746287499999998,345,4.5,89,400,29.02225502990211,6,3,"(4.4, 4.5]","(78.0, 128.2]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Le B-Mama,"32 Rue du Faubourg-de-Pierre, Strasbourg","Rue du Faubourg-de-Pierre,",48.588705,7.745753000000001,346,4.3,280,1204,29.012779534771543,4,6,"(4.2, 4.3]","(248.0, 347.0]","['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Les Burgers de Papa,"1 Place Saint-Étienne, Strasbourg","Place Saint-Étienne,",48.583119,7.754294000000001,347,4.2,498,2091,28.968363239590815,3,7,"(4.1, 4.2]","(347.0, 498.8]","['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Baan Thaï,"3 Rue Kageneck, Strasbourg","Rue Kageneck,",48.583882,7.738404700000001,348,4.5,86,387,28.955243030596055,6,3,"(4.4, 4.5]","(78.0, 128.2]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pâtissier Chocolatier Glacier Alain Kretz,"16 Quai des Pêcheurs, Strasbourg","Quai des Pêcheurs,",48.5834597,7.7583951,349,4.4,149,655,28.92201958101401,5,4,"(4.3, 4.4]","(128.2, 184.0]","['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0
Tony's Kitchen,"4 Petite Rue d'Austerlitz, Strasbourg","Petite Rue d'Austerlitz,",48.5784641,7.7536512,350,4.2,480,2016,28.901213196977466,3,7,"(4.1, 4.2]","(347.0, 498.8]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
