name,vicinity,rue,lat,lon,ranking,rating,user_ratings_total,sum_ratings,score,rating_cat,user_ratings_total_cat,rating_cat_lbl,user_ratings_total_cat_lbl,types,restaurant,food,point_of_interest,establishment,bakery,cafe,store,meal_takeaway,bar,liquor_store,grocery_or_supermarket,night_club,meal_delivery,book_store,movie_theater,tourist_attraction,lodging,school,parking,travel_agency,real_estate_agency,general_contractor,supermarket,gas_station,car_wash,convenience_store
Chez Navarre,"49 Grande Rue Nazareth, Toulouse",Grande Rue Nazareth,43.5969386,1.4474303,509,4.4,462,2032,31.08442469244696,4,8,"(4.3, 4.4]","(418.0, 667.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le 5 Wine bar,"5 Rue de la Bourse, Toulouse",Rue de la Bourse,43.6003361,1.4424861,510,4.3,838,3603,31.059949280110185,3,9,"(4.1, 4.3]","(667.0, inf]","['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbus Café & Co,"52 Rue des Filatiers, Toulouse",Rue des Filatiers,43.5994333,1.4440678,512,4.4,453,1993,31.046832088856462,4,8,"(4.3, 4.4]","(418.0, 667.0]","['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Galuchat,"40 Rue des Lois, Toulouse",Rue des Lois,43.6070279,1.4401733,513,4.7,80,376,31.03452293886214,7,3,"(4.6, 4.7]","(48.0, 86.0]","['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Sud D'asie,"92 Grande Rue Saint-Michel, Toulouse",Grande Rue Saint-Michel,43.5897245,1.4458791,515,4.8,46,220,31.021237592071554,8,2,"(4.7, 4.9]","(22.0, 48.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toulouse restaurant centre-ville,"20 Place du Capitole, Toulouse",Place du Capitole,43.60497769999999,1.4430881,517,5.0,16,80,31.020599913279625,9,1,"(4.9, inf]","(7.0, 22.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pom Mamie,"254 Avenue de Muret, Toulouse",Avenue de Muret,43.5897247,1.4323207,519,5.0,16,80,31.020599913279625,9,1,"(4.9, inf]","(7.0, 22.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Côté Garonne,"8 Avenue Maurice Hauriou, Toulouse",Avenue Maurice Hauriou,43.5929642,1.4431781,520,4.3,813,3495,31.00338934605449,3,9,"(4.1, 4.3]","(667.0, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Maison,"9 Rue Gabriel Péri, Toulouse",Rue Gabriel Péri,43.60581899999999,1.451041,522,4.3,812,3491,31.001090925737053,3,9,"(4.1, 4.3]","(667.0, inf]","['bar', 'cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V and B Toulouse Reflets Compans,"Centre Commercial Reflets, 3 Esplanade Compans Caffarelli, Toulouse",Commercial Reflets 3 Esplanade Compans Caffarelli,43.6113895,1.4352557,524,4.4,439,1931,30.98684388906534,4,8,"(4.3, 4.4]","(418.0, 667.0]","['liquor_store', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Marrakech,"19 Rue Castellane, Toulouse",Rue Castellane,43.60587,1.4503292,525,4.3,803,3452,30.980276844698327,3,9,"(4.1, 4.3]","(667.0, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Deseo Café,"11 Rue des Lois, Toulouse",Rue des Lois,43.60571729999999,1.4415026,526,4.5,242,1089,30.97716914691194,5,6,"(4.4, 4.5]","(195.0, 283.0]","['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Les Délices De Lena (le Chapou),"10 Avenue Octave Léry, Toulouse",Avenue Octave Léry,43.60964799999999,1.419987,528,4.6,136,625,30.974278978502998,6,5,"(4.5, 4.6]","(133.5, 195.0]","['restaurant', 'meal_takeaway', 'bar', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Côte de Boeuf,"12 Rue des Gestes, Toulouse",Rue des Gestes,43.6029503,1.442773,530,4.4,436,1918,30.973740552781784,4,8,"(4.3, 4.4]","(418.0, 667.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L'Alouette,"24 Place Victor Hugo, Toulouse",Place Victor Hugo,43.6068139,1.4469475,532,4.6,134,616,30.944682072478113,6,5,"(4.5, 4.6]","(133.5, 195.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le 9,"9 Rue Louis-François Lejeune, Toulouse",Rue Louis-François Lejeune,43.60710819999999,1.433682,533,4.9,26,127,30.943369405057013,8,2,"(4.7, 4.9]","(22.0, 48.0]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URBAN Garden café Toulouse,"15 Rue Charles de Rémusat, Toulouse",Rue Charles de Rémusat,43.6057686,1.4441917,534,4.9,26,127,30.943369405057013,8,2,"(4.7, 4.9]","(22.0, 48.0]","['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUERTO HABANA,"12 Port Saint-Étienne, Toulouse",Port Saint-Étienne,43.5990117,1.4568178,537,4.2,1466,6157,30.93776267528146,3,9,"(4.1, 4.3]","(667.0, inf]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starbucks,"5 Allées du Président Franklin Roosevelt, Toulouse",Allées du Président Franklin Roosevelt,43.6054845,1.4478658,538,4.1,2789,11434,30.9363389084908,2,9,"(4.0, 4.1]","(667.0, inf]","['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libellules et Papillons,"20 Rue Maury, Toulouse",Rue Maury,43.6055664,1.4531269,540,4.8,44,211,30.928572847133694,8,2,"(4.7, 4.9]","(22.0, 48.0]","['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Marocain,"47 Rue des Couteliers, Toulouse",Rue des Couteliers,43.59921500000001,1.441466,542,4.4,425,1870,30.924911292221374,4,8,"(4.3, 4.4]","(418.0, 667.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fédération FNAGD,"5 Esplanade Compans Caffarelli, Toulouse",Esplanade Compans Caffarelli,43.6111111,1.4356773,544,5.0,15,75,30.880456295278407,9,1,"(4.9, inf]","(7.0, 22.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Restaurant Long Quan,"42 Rue Peyrolières, Toulouse",Rue Peyrolières,43.6015683,1.4407842,546,4.5,229,1030,30.869259670529495,5,6,"(4.4, 4.5]","(195.0, 283.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South West Bistrot Ramblas,"84 Allées Jean Jaurès, Toulouse",Allées Jean Jaurès,43.6084964,1.4534578,548,4.4,411,1808,30.860904016254707,4,7,"(4.3, 4.4]","(283.0, 418.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vietfood84,"41 Rue Pargaminières, Toulouse",Rue Pargaminières,43.60427349999999,1.4382025,549,4.9,25,122,30.859906042492987,8,2,"(4.7, 4.9]","(22.0, 48.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cartouches,"38 Rue Pierre-Paul Riquet, Toulouse",Rue Pierre-Paul Riquet,43.6047346,1.4542049,551,4.7,73,343,30.847617442566143,7,3,"(4.6, 4.7]","(48.0, 86.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Les Fleurs d'Olivier,"4 Rue de Grèce, Toulouse",Rue de Grèce,43.6140926,1.4372398,553,4.6,127,584,30.8374971163974,6,4,"(4.5, 4.6]","(86.0, 133.5]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O Délices d'Emilie,"15 Rue du Taur, Toulouse",Rue du Taur,43.60531479999999,1.4425125,554,4.6,126,579,30.821704507540787,6,4,"(4.5, 4.6]","(86.0, 133.5]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le piège à loups,"3 Rue des Tourneurs, Toulouse",Rue des Tourneurs,43.5996587,1.4452478,555,4.5,221,994,30.799765231583,5,6,"(4.4, 4.5]","(195.0, 283.0]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Patio de la Table Ronde,"59 Rue Pargaminières, Toulouse",Rue Pargaminières,43.60437779999999,1.4392083,557,4.3,727,3126,30.794597966693857,3,9,"(4.1, 4.3]","(667.0, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L'Almanach Bistrot,"53 Rue de la République, Toulouse",Rue de la République,43.59828390000001,1.4326691,558,4.5,220,990,30.79090206369993,5,6,"(4.4, 4.5]","(195.0, 283.0]","['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Petit Bacchus,"16 Rue Pharaon, Toulouse",Rue Pharaon,43.5955923,1.4442039,559,4.5,220,990,30.79090206369993,5,6,"(4.4, 4.5]","(195.0, 283.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chez Tran,"26 Rue Pargaminières, Toulouse",Rue Pargaminières,43.6043176,1.4376739,560,4.5,220,990,30.79090206369993,5,6,"(4.4, 4.5]","(195.0, 283.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fratelli,"13/15 Rue de l'Industrie, Toulouse",Rue de l'Industrie,43.60521900000001,1.450983,561,4.6,124,570,30.78973975174628,6,4,"(4.5, 4.6]","(86.0, 133.5]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bar Des Zés,"49 Rue Pargaminières, Toulouse",Rue Pargaminières,43.6043238,1.4386743,562,4.9,24,117,30.773035084386876,8,2,"(4.7, 4.9]","(22.0, 48.0]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Comptoir à Pizzas,"8 Avenue de Grande Bretagne, Toulouse",Avenue de Grande Bretagne,43.59681799999999,1.4224295,564,4.5,216,972,30.75504188017919,5,6,"(4.4, 4.5]","(195.0, 283.0]","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Restaurant Le Mayombe,"26 Rue de la République, Toulouse",Rue de la République,43.5985856,1.4353913,566,4.5,216,972,30.75504188017919,5,6,"(4.4, 4.5]","(195.0, 283.0]","['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Restaurant Saveurs,"22 Rue Maurice Fonvieille, Toulouse",Rue Maurice Fonvieille,43.603687,1.4495919,567,4.4,388,1707,30.750859592614518,4,7,"(4.3, 4.4]","(283.0, 418.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Sherpa,"46 Rue du Taur, Toulouse",Rue du Taur,43.6067355,1.4425071,569,4.2,1319,5539,30.745028141294735,3,9,"(4.1, 4.3]","(667.0, inf]","['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ô casse crôute,"2 Rue de Bayard, Toulouse",Rue de Bayard,43.6081669,1.4467212,571,4.4,385,1694,30.73602720983741,4,7,"(4.3, 4.4]","(283.0, 418.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L'accessoire Restaurant Toulouse,"34 Rue des Teinturiers, Toulouse",Rue des Teinturiers,43.5964947,1.4327892,572,4.7,69,324,30.732590726465098,7,3,"(4.6, 4.7]","(48.0, 86.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ytaing Marché,"15 Rue Denfert Rochereau, Toulouse",Rue Denfert Rochereau,43.6078467,1.4486219,573,4.4,384,1689,30.73105738721714,4,7,"(4.3, 4.4]","(283.0, 418.0]","['grocery_or_supermarket', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THOMTRUCK,"39 Boulevard Armand Duportal, Toulouse",Boulevard Armand Duportal,43.6083241,1.4346622,575,5.0,14,70,30.73064017839119,9,1,"(4.9, inf]","(7.0, 22.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pickles Salad Bar Toulouse Marengo,"7 Rue René Leduc, Toulouse",Rue René Leduc,43.61071619999999,1.4559917,576,5.0,14,70,30.73064017839119,9,1,"(4.9, inf]","(7.0, 22.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bistro breizh latino,"66 Allées Jean Jaurès, Toulouse",Allées Jean Jaurès,43.6076651,1.4521365,577,4.6,120,552,30.724233731819073,6,4,"(4.5, 4.6]","(86.0, 133.5]","['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Club,"5 Rue de la Fonderie, Toulouse",Rue de la Fonderie,43.5946181,1.4433884,579,4.4,380,1672,30.71104782511397,4,7,"(4.3, 4.4]","(283.0, 418.0]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Spicy Burger Toulouse,"418 Route de Saint-Simon, Toulouse",Route de Saint-Simon,43.5910986,1.4189477,581,4.5,211,949,30.709271048839618,5,6,"(4.4, 4.5]","(195.0, 283.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aux Petits Frères,"7 Place Jean Diebold, Toulouse",Place Jean Diebold,43.5979614,1.4297019,582,4.5,209,940,30.690658287499744,5,6,"(4.4, 4.5]","(195.0, 283.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Au Buron,"15 Rue des Salenques, Toulouse",Rue des Salenques,43.60778569999999,1.4385139,584,4.6,118,542,30.690657233608174,6,4,"(4.5, 4.6]","(86.0, 133.5]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Gogo Flamingo,"11 Rue Baronie, Toulouse",Rue Baronie,43.6019782,1.4447348,586,4.4,370,1628,30.660087585894782,4,7,"(4.3, 4.4]","(283.0, 418.0]","['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Les Caves de la Maréchale,"3 Rue Jules Chalande, Toulouse",Rue Jules Chalande,43.6023705,1.4440217,587,4.3,676,2906,30.65877079254903,3,9,"(4.1, 4.3]","(667.0, inf]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Restaurant Pizza Luce,"7 Rue des Trente Six Ponts, Toulouse",Rue des Trente Six Ponts,43.5928391,1.4459789,588,4.6,116,533,30.65650675044382,6,4,"(4.5, 4.6]","(86.0, 133.5]","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA FIANCEE TOULOUSE,"54 Rue Peyrolières, Toulouse",Rue Peyrolières,43.6021343,1.4411185,590,4.3,667,2868,30.633741085841162,3,8,"(4.1, 4.3]","(418.0, 667.0]","['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWAMOA Jus & bubble tea,"41 Rue des Tourneurs, Toulouse",Rue des Tourneurs,43.600792,1.445006,592,4.3,667,2868,30.633741085841162,3,8,"(4.1, 4.3]","(418.0, 667.0]","['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Au Cœur de Tunis St Cyprien,"32 Allées Charles de Fitte, Toulouse",Allées Charles de Fitte,43.59573959999999,1.4326649,594,4.8,38,182,30.622961263760686,8,2,"(4.7, 4.9]","(22.0, 48.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Prétexte,"1 Rue Temponières, Toulouse",Rue Temponières,43.6015403,1.4425426,595,4.6,114,524,30.62176231614777,6,4,"(4.5, 4.6]","(86.0, 133.5]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Esquina Epicerie Fine Espagnole,"10 bis Rue du Pont Saint-Pierre, Toulouse",bis Rue du Pont Saint-Pierre,43.5990104,1.4323897,596,4.6,114,524,30.62176231614777,6,4,"(4.5, 4.6]","(86.0, 133.5]","['grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medina Cook Jean Jaurès,"5 Boulevard de Strasbourg, Toulouse",Boulevard de Strasbourg,43.6061052,1.4478517,599,4.7,65,305,30.610692776221423,7,3,"(4.6, 4.7]","(48.0, 86.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prima Circus,"3 Place Olivier, Toulouse",Place Olivier,43.5982417,1.4342197,601,4.5,197,886,30.575098017727164,5,6,"(4.4, 4.5]","(195.0, 283.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MASALA MAGIC,"52 Rue de la République, Toulouse",Rue de la République,43.59821859999999,1.4334839,603,5.0,13,65,30.569716761534185,9,1,"(4.9, inf]","(7.0, 22.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Histoire d'Roll,"20 Place Dupuy, Toulouse",Place Dupuy,43.59953039999999,1.4542961,605,4.8,37,177,30.567368275521574,8,2,"(4.7, 4.9]","(22.0, 48.0]","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Maison des Nems,"34 Rue Léon Gambetta, Toulouse",Rue Léon Gambetta,43.60287510000001,1.4418121,607,4.5,196,882,30.565152321104144,5,6,"(4.4, 4.5]","(195.0, 283.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Compagnie Française,"56-58 Rue d'Alsace Lorraine, Toulouse",Rue d'Alsace Lorraine,43.60805560000001,1.4458333,608,4.1,2256,9249,30.558690290776344,2,9,"(4.0, 4.1]","(667.0, inf]","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Bol Bu,"8 Rue du May, Toulouse",Rue du May,43.6020728,1.4428826,609,4.4,349,1535,30.548431878620395,4,7,"(4.3, 4.4]","(283.0, 418.0]","['meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baba canteen,"26 Rue des Couteliers, Toulouse",Rue des Couteliers,43.5987095,1.4417689,611,4.7,63,296,30.546900582431835,7,3,"(4.6, 4.7]","(48.0, 86.0]","['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gigiland,"13 Place Etienne Esquirol, Toulouse",Place Etienne Esquirol,43.6001951,1.444866,612,4.5,193,868,30.53500789053498,5,5,"(4.4, 4.5]","(133.5, 195.0]","['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Au Poêle de la bête,"56 Rue d'Aubuisson, Toulouse",Rue d'Aubuisson,43.6028319,1.4541343,614,4.3,632,2717,30.533083436614252,3,8,"(4.1, 4.3]","(418.0, 667.0]","['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L'Oncle Pom,"32 Rue Gabriel Péri, Toulouse",Rue Gabriel Péri,43.60620970000001,1.4551919,616,4.3,624,2683,30.50929373563442,3,8,"(4.1, 4.3]","(418.0, 667.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Fabrique,"6 Place du Peyrou, Toulouse",Place du Peyrou,43.6073888,1.4399237,617,4.4,341,1500,30.504119267566992,4,7,"(4.3, 4.4]","(283.0, 418.0]","['bar', 'cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Manufacture Des Carmes,"24 Rue des Filatiers, Toulouse",Rue des Filatiers,43.59862740000001,1.4442846,618,4.4,340,1496,30.498507234985926,4,7,"(4.3, 4.4]","(283.0, 418.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LE CABANON,"6 Rue Victor Hugo, Toulouse",Rue Victor Hugo,43.6059984,1.4471881,619,4.4,337,1482,30.481571563833892,4,7,"(4.3, 4.4]","(283.0, 418.0]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizzetta di Roma,"22 Rue Peyras, Toulouse",Rue Peyras,43.6014201,1.4448638,620,4.5,186,837,30.462808248980625,5,5,"(4.4, 4.5]","(133.5, 195.0]","['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Rocher De La Vierge,"4 Place de Damloup, Toulouse",Place de Damloup,43.605663,1.4530882,621,4.5,186,837,30.462808248980625,5,5,"(4.4, 4.5]","(133.5, 195.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chez Tartine,"16 Rue des Prêtres, Toulouse",Rue des Prêtres,43.59731490000001,1.4440646,624,4.8,35,168,30.45152661288132,8,2,"(4.7, 4.9]","(22.0, 48.0]","['restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Restaurant SHUN,"35 Rue Nicolas Bachelier, Toulouse",Rue Nicolas Bachelier,43.606855,1.451738,626,4.5,182,819,30.42032124593284,5,5,"(4.4, 4.5]","(133.5, 195.0]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LE DOOBLE,"2B Rue du May, Toulouse",Rue du May,43.6019073,1.4422938,628,4.7,59,277,30.413004454718077,7,3,"(4.6, 4.7]","(48.0, 86.0]","['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
